2.236067977,53,50
3,51,50
1.802775638,52,50
2.236067977,56,50
3,50,51
1.802775638,49,51
2.5,52,51
5.385164807,56,51
4.716990566,54,51
4.242640687,57,51
2.5,51,52
1.802775638,50,52
0.5,56,52
2.061552813,53,52
2.236067977,54,52
1.802775638,57,52
3.16227766,55,53
2.061552813,52,53
2.236067977,50,53
2,56,53
0.5,54,53
2.692582404,55,54
0.5,53,54
2.236067977,52,54
4.716990566,51,54
2.692582404,50,54
1.118033989,57,54
2.061552813,56,54
3.16227766,53,55
2.692582404,54,55
3.16227766,70,55
5.385164807,50,55
4.123105626,71,55
5.099019514,72,55
2.828427125,51,56
0.5,52,56
2.236067977,50,56
2,53,56
2.061552813,54,56
1.414213562,57,56
